year,month,ISO3,country,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2020,11,ITA,Italy,714,127,387,464,537,1692,2229,3088776,2163473,593942,243992,6372846,6090276,12463182,3990491,187432,280965,245532,1860257,4704519,6564811
2020,11,JAM,Jamaica,119,16,28,9,48,172,220,303723,42975,51336,6249,266242,404292,670541,27317,408473,23140,2014,88911,460952,549869
2020,11,JOR,Jordan,10,31,9,5,10,55,65,85433,529383,16724,2816,263023,634358,897382,435,526308,6184,3509,81545,536440,617985
2020,11,JPN,Japan,3032,3296,8268,1609,8855,16205,25060,8411191,26058709,3629459,134582,17077747,38234843,55313267,6953266,5330372,3814486,611886,7635341,16710708,24346554
2020,11,KAZ,Kazakhstan,0,0,31,4,19,35,54,0,0,5739,1064,404,6806,7210,0,0,19346,3012,157726,22360,180091
2020,11,KEN,Kenya,38,37,26,13,30,114,144,386158,624205,22542,16913,1159700,1049830,2209537,5672,112512,4304,1197,17908,123687,141598
2020,11,KHM,Cambodia,54,2,8,0,22,64,86,110362,17844,10619,0,73928,138828,212763,46841,869,6724,0,3540,54435,57976
2020,11,KIR,Kiribati,2,0,1,0,1,3,4,1863,0,0,0,0,1863,1863,0,0,2833,0,5149,2833,7982
2020,11,KNA,St.  Kitts and Nevis,7,0,7,11,7,25,32,6976,0,3689,519,7728,11184,18913,126,0,586,0,384,712,1096
2020,11,KOR,Korea,1291,448,1035,220,1793,2994,4787,6814457,12080575,1326174,70073,12703146,20291455,32994687,6650394,2144461,783641,237574,7622109,9816217,17438410
2020,11,KWT,Kuwait,54,46,43,18,67,161,228,265424,1374499,69506,11877,15209,1721336,1736547,29765,297833,34842,160,2732614,362612,3095230
2020,11,LBN,Lebanon,59,7,67,4,37,137,174,191290,67725,70393,2905,563024,332323,895356,32222,21634,10609,1161,8327,65633,73962
2020,11,LBR,Liberia,9,12,4,0,6,25,31,45028,39059,2287,0,44439,86375,130814,486,419676,10096,0,1842,430258,432100
2020,11,LBY,Libya,55,19,93,14,25,181,206,119980,411114,173458,16830,263684,721396,985083,13383,14941,47285,307,539623,75926,615552
2020,11,LCA,St.  Lucia,10,2,15,3,25,30,55,12386,0,9094,218,237535,21700,259239,828,0,3787,60,170865,4675,175541
2020,11,LKA,Sri Lanka,214,29,19,15,24,277,301,1115386,615796,31192,17165,39846,1779549,1819398,733371,74937,21910,13681,74941,843906,918849
2020,11,LTU,Lithuania,72,51,122,25,65,270,335,179143,101718,48122,9606,311157,338598,649763,340537,1580791,122075,5394,563230,2048826,2612064
2020,11,LVA,Latvia,69,44,215,0,82,328,410,15857,141642,50909,0,229469,208419,437895,149772,944064,302210,0,651946,1396075,2048039
2020,11,MAC,Macao SAR,5,0,9,0,11,14,25,0,0,5960,0,7723,5960,13684,0,0,3015,0,5285,3015,8300
2020,11,MAF,Saint Martin,3,0,4,3,6,10,16,492,0,3021,661,1647,4174,5821,420,0,460,75,915,955,1871
2020,11,MAR,Morocco,383,99,137,49,164,668,832,3536919,1678238,246932,14716,1241705,5476844,6718574,3339604,1260884,149845,26607,287858,4776962,5064837
2020,11,MDA,Moldova,0,0,4,0,4,4,8,0,0,325,0,4202,325,4527,0,0,6466,0,11117,6466,17583
2020,11,MDG,Madagascar,13,9,12,1,15,35,50,50654,94125,20278,987,156098,166045,322144,14607,49870,3542,67,5193,68086,73280
2020,11,MDV,Maldives,9,5,7,0,10,21,31,10291,93400,6676,0,60690,110369,171060,4532,4432,751,0,17022,9716,26740
2020,11,MEX,Mexico,302,165,95,91,331,653,984,3002491,2663287,193828,33078,2547640,5892731,8440403,2500085,1177899,110920,74655,1376387,3863572,5239980
2020,11,MHL,Marshall Islands,5,0,4,0,1,9,10,3248,0,3660,0,7390,6908,14298,521,0,3121,0,0,3642,3642
2020,11,MLT,Malta,120,6,41,25,108,192,300,440472,9380,37552,13567,308099,500984,809105,354515,46,9623,12194,96906,376382,473296
2020,11,MMR,Myanmar,46,10,15,3,44,74,118,100843,169537,30866,4784,344547,306036,650589,50478,0,1635,66,3447,52179,55627
2020,11,MNE,Montenegro,10,2,27,2,4,41,45,16998,2360,9864,0,12058,29223,41282,3486,0,31457,2370,912,37316,38228
2020,11,MNP,Northern Mariana Islands,7,0,9,3,3,19,22,5841,0,2819,3963,7172,12623,19795,294,0,776,118,0,1188,1188
2020,11,MOZ,Mozambique,35,65,35,4,25,139,164,72322,545315,16725,6133,346468,640500,986971,67088,1431730,35344,450,56355,1534615,1590971
2020,11,MRT,Mauritania,24,8,4,0,22,36,58,58090,974,22681,0,163312,81746,245060,10237,470949,0,0,46080,481186,527268
2020,11,MSR,Montserrat,0,0,6,1,2,7,9,0,0,528,0,1367,528,1895,0,0,6975,0,29,6975,7004
2020,11,MTQ,Martinique,12,1,16,9,13,38,51,23296,0,30084,2055,18120,55437,73558,16669,0,3784,177,14346,20633,34983
2020,11,MUS,Mauritius,36,1,11,3,25,51,76,168672,38363,15424,1814,167990,224277,392275,90999,0,6962,0,17260,97964,115230
2020,11,MYS,Malaysia,1061,201,212,20,921,1494,2415,3408209,6132711,211376,6104,5467900,9758448,15226420,3655397,2394709,363683,916,6058377,6414758,12473200
2020,11,MYT,Mayotte,5,1,2,1,1,9,10,19724,0,525,0,0,20249,20249,344,4565,657,0,1559,5566,7125
2020,11,NAM,Namibia,14,10,14,3,15,41,56,25052,78949,20322,1938,112991,126264,239258,34430,130225,27748,0,44379,192404,236784
2020,11,NCL,New Caledonia,26,35,14,2,6,77,83,32012,447080,4987,0,11071,484082,495153,23745,371333,2441,0,8602,397519,406121
2020,11,NGA,Nigeria,63,46,39,6,213,154,367,669311,1081937,108891,16434,747761,1876590,2624363,16666,98730,12431,190,1492358,128025,1620387
2020,11,NIC,Nicaragua,14,8,1,2,12,25,37,26898,107617,2479,421,82806,137417,220223,8117,10972,1414,0,38886,20503,59389
2020,11,NLD,The Netherlands,843,181,1028,288,2641,2340,4981,5275074,7087807,1004177,98358,14269242,13465537,27734865,5555552,665316,568001,281074,7322698,7070042,14392826
2020,11,NOR,Norway,348,134,1283,129,563,1894,2457,167060,447867,532159,33794,1167612,1180961,2348638,224838,2061694,498982,45327,6406767,2830919,9237736
2020,11,NRU,Nauru,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,26909,0,0,0,26909,26909
2020,11,NZL,New Zealand,172,185,29,26,69,412,481,294046,956076,36051,10786,515961,1296969,1812936,579254,1788559,97068,0,213316,2464903,2678224
2020,11,OMN,Oman,96,63,25,10,48,194,242,2064051,635050,31089,11370,88891,2741570,2830472,1949240,1586829,103025,228,498662,3639329,4137998
2020,11,PAK,Pakistan,85,67,12,0,38,164,202,655567,1967958,36210,0,611398,2659753,3271157,94912,363385,17721,0,241018,476029,717050
2020,11,PAN,Panama,424,27,15,22,206,488,694,3917267,127924,16460,18119,2799395,4079783,6879213,3959097,126071,7684,9309,1784660,4102173,5886857
2020,11,PER,Peru,130,111,22,13,110,276,386,1426195,1017992,79060,19259,923106,2542521,3465630,1397352,2054087,13871,25,700953,3465344,4166304
2020,11,PHL,Philippines,444,290,546,89,479,1369,1848,1543333,3607701,284845,26330,1716598,5462266,7178888,212668,2674573,118722,5203,1431634,3011213,4442867
2020,11,PLW,Palau,2,0,2,0,1,4,5,0,0,956,0,7608,956,8564,0,0,107,0,0,107,107
2020,11,PNG,Papua New Guinea,106,26,38,6,36,176,212,104824,37744,18250,2180,136037,163001,299039,22384,218421,28058,716,505792,269579,775375
2020,11,POL,Poland,193,52,271,16,142,532,674,1225325,870266,218584,7984,1430980,2322188,3753193,1353355,809955,208917,4366,257533,2376629,2634173
2020,11,PRI,Puerto Rico,55,6,21,19,34,101,135,233702,78739,24329,13010,418276,349788,768070,6741,0,8366,310,29677,15423,45102
2020,11,PRT,Portugal,329,46,237,30,204,642,846,809463,413250,187693,20507,1566688,1430943,2997661,1092347,112208,185577,11679,696078,1401844,2097947
2020,11,PYF,French Polynesia,7,1,19,12,0,39,39,15228,22203,5044,985,0,43462,43462,139,0,474,136,0,749,749
2020,11,QAT,Qatar,81,60,21,28,132,190,322,285106,1473557,68316,4091,70279,1831083,1901365,159814,905999,19488,9133,4552185,1094443,5646637
2020,11,REU,Réunion,25,0,3,6,6,34,40,152512,0,6637,6316,91644,165467,257113,31939,0,9216,51,0,41206,41206
2020,11,ROU,Romania,56,54,186,12,54,308,362,70997,327050,141311,120,391471,539492,930973,86299,1168294,199897,13547,132803,1468060,1600869
2020,11,RUS,Russian Federation,479,480,1781,173,1355,2913,4268,1390229,378757,282135,78212,900354,2129410,3029830,1701316,17061533,2207203,11935,17369714,20982155,38352001
2020,11,SAU,Saudi Arabia,281,114,90,90,372,575,947,3554132,2250528,148404,118496,3752287,6071601,9823907,2887036,1622742,120257,11977,16528948,4642050,21171030
2020,11,SDN,Sudan,14,9,8,32,16,63,79,59682,239223,3410,26673,236266,328995,565262,1532,12795,2514,2265,471324,19106,490430
2020,11,SEN,Senegal,47,25,28,8,16,108,124,270275,324758,53720,12276,226415,661044,887464,37920,123477,30413,36,2880,191848,194731
2020,11,SGP,Singapore,1159,46,185,97,2388,1487,3875,18191285,609947,215644,20387,16528236,19037301,35565563,18632420,59942,112800,78998,11911901,18884197,30796122
2020,11,SLB,Solomon Islands,8,16,4,0,2,28,30,6614,4061,1988,0,5238,12664,17903,594,308897,3108,0,0,312599,312599
2020,11,SLE,Sierra Leone,11,7,0,1,5,19,24,38913,64351,0,279,28955,103543,132499,3236,54265,0,592,2177,58093,60270
2020,11,SLV,El Salvador,18,17,0,4,13,39,52,78549,180690,0,1905,170172,261150,431324,4313,8888,0,201,1376,13402,14778
2020,11,SOM,Somalia,27,6,19,1,10,53,63,105030,77325,48776,624,51663,231757,283424,2262,1291,2860,0,2197,6413,8610
2020,11,STP,São Tomé and Príncipe,0,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11,SUR,Suriname,14,6,21,3,12,44,56,9073,1863,9959,370,9609,21268,30880,650,48209,3212,0,1161,52071,53233
2020,11,SVN,Slovenia,38,12,20,17,12,87,99,240571,253343,21692,2662,241593,518273,759868,287933,2776,31593,27956,28039,350268,378308
2020,11,SWE,Sweden,212,43,446,183,441,884,1325,110062,180297,318409,65485,2381739,674283,3056053,308621,302469,364627,166123,1224865,1141883,2366772
2020,11,SXM,Sint Maarten,25,3,9,20,10,57,67,24684,5172,5806,677,6074,36342,42416,7068,0,3328,1012,4597,11409,16006
2020,11,SYC,Seychelles,12,1,6,1,3,20,23,16364,0,1696,0,19273,18060,37333,21430,0,8004,0,450,29434,29884
2020,11,SYR,Syria,5,2,4,0,1,11,12,7216,57495,5892,0,790,70604,71394,941,96,2511,0,0,3548,3548
2020,11,TCA,Turks and Caicos Islands,0,0,7,0,2,7,9,0,0,3914,0,1778,3914,5692,0,0,415,0,1092,415,1507
2020,11,TGO,Togo,75,9,5,8,15,97,112,502126,246873,12878,7507,176519,769391,945916,168423,0,5220,4884,32546,178530,211077
2020,11,THA,Thailand,474,50,127,26,756,677,1433,3541685,548730,159864,170,1387413,4250467,5637914,4414888,252287,105394,45279,1054457,4817867,5872352
2020,11,TKM,Turkmenistan,0,0,44,2,29,46,75,0,0,10638,28,4112,10666,14782,0,0,18901,30,55708,18931,74647
2020,11,TLS,Timor-Leste,2,0,13,0,4,15,19,6196,0,27004,0,10116,33200,43318,0,0,484,0,74621,484,75105
2020,11,TON,Tonga,7,0,5,5,4,17,21,12147,0,3739,166,3379,16053,19433,45,0,679,316,158,1040,1199
2020,11,TTO,Trinidad and Tobago,63,9,40,7,109,119,228,140054,29645,28655,2199,162232,200560,362799,51231,141141,59256,233,1499665,251868,1751547
2020,11,TUN,Tunisia,36,26,47,50,25,159,184,37461,384302,55800,51815,124054,529390,653446,22112,40813,74897,18825,79153,156649,235803
2020,11,TUR,Türkiye,1085,355,1839,270,1061,3549,4610,3959556,5449185,1730185,85403,5262976,11224524,16487594,5576556,3155114,1255639,150939,4579222,10138448,14717730
2020,11,TUV,Tuvalu,0,0,0,0,1,0,1,0,0,0,0,300,0,300,0,0,0,0,0,0,0
2020,11,TWN,Taiwan Province of China,1290,305,318,38,442,1951,2393,6845485,7411196,414370,23360,2840991,14694501,17535533,6675917,825093,427324,4208,1486221,7932611,9418866
2020,11,TZA,Tanzania,26,11,11,12,24,60,84,144867,162459,33222,16363,204536,356916,561455,17719,1696,870,15,8603,20300,28905
2020,11,UKR,Ukraine,79,201,226,13,64,519,583,92500,521009,55751,5382,153029,674649,827678,206923,6911585,556169,128,697903,7674843,8372762
2020,11,URY,Uruguay,50,23,27,8,21,108,129,432191,132674,9750,4441,41632,579063,620696,371255,355697,126166,999,15796,854122,869922
2020,11,USA,United States,1665,1248,396,425,1834,3734,5568,25864260,9487631,549435,498763,19717672,36400230,56118010,11698896,26554485,727099,153201,29394336,39133837,68528257
2020,11,VCT,St.  Vincent and the Grenadines,7,0,7,14,10,28,38,3393,0,7956,756,15964,12105,28073,853,0,426,70,550,1349,1900
2020,11,VEN,Venezuela,26,34,32,4,68,96,164,106056,519463,55865,877,175213,682265,857478,3734,681077,31208,711,427835,716732,1144567
2020,11,VGB,British Virgin Islands,1,0,22,3,1,26,27,0,0,9404,0,662,9404,10067,216,0,1859,0,83,2075,2158
2020,11,VIR,United States Virgin Islands,52,1,31,3,37,87,124,30975,281,7963,253,352184,39480,391668,12552,0,6293,81,296938,18928,315869
2020,11,VNM,Vietnam,1183,265,693,18,558,2159,2717,2967792,3310697,692725,14294,1704231,6985588,8689878,1708974,1408926,398275,8497,318955,3524759,3843752
2020,11,VUT,Vanuatu,8,0,6,0,2,14,16,5009,0,5116,0,0,10125,10125,3081,0,1882,0,0,4963,4963
2020,11,WSM,Samoa,8,0,6,0,3,14,17,12128,0,766,0,157,12894,13052,1355,0,356,0,2695,1711,4406
2020,11,YEM,Yemen,16,22,15,0,19,53,72,147946,472442,59861,0,157340,680254,837595,316,19289,2274,0,172275,21879,194154
2020,11,ZAF,South Africa,145,312,53,43,129,553,682,1815805,968400,97813,15417,1606485,2897450,4503948,1633617,13710988,81209,24758,760041,15450599,16210663
2020,12,ABW,Aruba,20,2,2,2,2,26,28,23403,2080,3481,659,3715,29625,33340,5629,0,0,26,0,5656,5656
2020,12,AGO,Angola,45,9,28,3,90,85,175,289864,103158,44684,1345,644474,439057,1083535,30900,0,12467,487,1236823,43854,1280682
2020,12,AIA,Anguilla,0,0,3,0,5,3,8,0,0,1360,0,1977,1360,3338,0,0,70,0,227,70,297
2020,12,ALB,Albania,4,4,9,0,16,17,33,7604,38,6260,0,22816,13902,36718,720,10496,505,0,13046,11723,24769
2020,12,ARE,United Arab Emirates,590,189,260,84,540,1123,1663,7510936,2330785,236048,59311,4698066,10137141,14835233,6970464,4351629,222421,12290,6832729,11556867,18389634
2020,12,ARG,Argentina,61,115,27,18,243,221,464,422830,470616,43457,7994,601103,944900,1546018,455318,2138124,76792,14941,1625905,2685184,4311105
2020,12,ASM,American Samoa,6,0,2,0,2,8,10,5530,0,4894,0,4479,10424,14903,2047,0,103,0,0,2150,2150
2020,12,ATG,Antigua and Barbuda,4,0,16,7,20,27,47,3132,0,7999,0,38585,11133,49720,960,0,1752,0,40874,2712,43586
2020,12,AUS,Australia,270,1311,174,152,370,1907,2277,3690360,3571317,123593,163552,3697830,7548853,11246718,1865259,118420295,327026,26361,5590477,120638991,126229509
2020,12,AZE,Azerbaijan,0,0,52,10,49,62,111,0,0,27058,3145,330917,30207,361135,0,0,6080,2178,8591,8260,16851
2020,12,BEL,Belgium,427,84,444,360,1484,1315,2799,6243993,1166208,319360,151719,3573025,7881341,11454406,7655462,534321,443227,400376,3467222,9033456,12500717
2020,12,BEN,Benin,48,10,6,8,11,72,83,295844,209545,7967,9201,41865,522562,564430,58848,1372,2630,0,24443,62851,87295
2020,12,BES,"Bonaire,  Saint Eustatius and Saba",4,1,14,1,20,20,40,1304,0,8595,140,200044,10039,210083,8876,48456,3298,0,179181,60630,239811
2020,12,BGD,Bangladesh,109,34,42,4,52,189,241,722363,569171,98471,2026,393745,1392050,1785808,5481,10267,14475,41,11352,30268,41627
2020,12,BGR,Bulgaria,24,12,84,0,43,120,163,6095,25788,84207,0,380525,116097,496626,24076,269390,74792,0,188153,368266,556425
2020,12,BHR,Bahrain,37,30,25,9,48,101,149,57963,810722,37429,908,73049,907028,980079,63187,342883,6054,0,1345161,412127,1757297
2020,12,BHS,The Bahamas,80,13,37,50,44,180,224,295332,8585,28642,2996,229855,335569,565431,166023,401940,13470,1247,95507,582696,678205
2020,12,BLM,Saint-Barthélemy,0,0,0,7,2,7,9,0,0,0,803,4156,803,4959,0,0,0,52,638,52,690
2020,12,BLZ,Belize,10,0,2,0,1,12,13,3751,0,748,0,0,4499,4499,13203,0,108,0,0,13311,13311
2020,12,BRA,Brazil,640,763,378,47,829,1828,2657,3377219,6152162,342902,17009,12964723,9889353,22854145,4654124,40845331,851296,31624,13317502,46382468,59700021
2020,12,BRB,Barbados,22,5,16,10,8,53,61,18396,2381,8452,537,33196,29770,62967,5210,2581,4597,602,756,12992,13750
2020,12,BRN,Brunei Darussalam,2,2,1,0,18,5,23,4007,7563,739,0,4213,12309,16523,0,0,0,0,113155,0,113155
2020,12,CAN,Canada,169,548,86,59,237,862,1099,2411017,2470257,148960,62903,2589965,5093160,7683142,1300490,11355942,289326,19333,3689185,12965135,16654332
2020,12,CHL,Chile,165,139,116,55,128,475,603,1207561,1376343,90836,32743,1312934,2707496,4020438,1603554,2536890,142965,4820,365469,4288238,4653710
2020,12,CHN,China,5813,6878,2459,463,4955,15613,20568,62522655,200830400,4295068,261179,43848694,267909912,311759123,86136277,70443607,3219440,285415,13221937,160085281,173307540
2020,12,CIV,Côte d'Ivoire,64,45,28,9,14,146,160,173273,814073,30900,7645,71840,1025904,1097747,175700,215823,69203,1511,85216,462243,547462
2020,12,CMR,Cameroon,34,22,18,3,26,77,103,68535,280500,27789,3312,124293,380137,504432,42050,39760,15689,184,461341,97684,559025
2020,12,COD,Democratic Republic of the Congo,9,8,13,0,13,30,43,14527,86185,26327,0,23312,127043,150355,71,0,206,0,914156,277,914433
2020,12,COG,Republic of Congo,34,8,15,1,5,58,63,204605,8225,6509,53,0,219392,219392,40264,81758,22019,0,97529,144044,241574
2020,12,COK,Cook Islands,0,0,1,0,0,1,1,0,0,2344,0,0,2344,2344,0,0,0,0,0,0,0
2020,12,COL,Colombia,289,116,69,22,97,496,593,857692,959819,79575,15820,539419,1912940,2452379,625969,2551331,81113,429,2279422,3258859,5538293
2020,12,COM,Comoros,2,1,9,0,2,12,14,10789,23198,6939,0,17020,40926,57946,561,0,2105,0,0,2666,2666
2020,12,CPV,Cabo Verde,17,5,59,11,37,92,129,23171,4746,24966,6445,48583,59329,107913,1348,6875,1881,97,322888,10201,333091
2020,12,CRI,Costa Rica,113,16,17,11,13,157,170,92044,303041,14466,0,37623,409554,447180,260629,0,21886,0,1282,282517,283801
2020,12,CUB,Cuba,21,19,31,4,46,75,121,60211,238362,65091,228,233276,363897,597179,1891,22691,10519,953,111334,36055,147393
2020,12,CUW,Curaçao,20,5,12,3,12,40,52,25679,8329,5342,666,46801,40020,86825,1733,25358,780,112,8824,27988,36814
2020,12,CYM,Cayman Islands,8,1,9,0,0,18,18,3399,2785,10553,0,0,16738,16738,4,0,2712,0,0,2717,2717
2020,12,CYP,Cyprus,55,10,69,15,29,149,178,121156,51970,58281,7710,178429,239127,417557,9314,38432,69715,114,41320,117579,158901
2020,12,DEU,Germany,634,113,655,295,486,1697,2183,6584043,2934374,399835,138989,2935190,10057320,12992565,7083579,837964,460478,246602,875155,8628694,9503915
2020,12,DJI,Djibouti,42,14,17,12,22,85,107,297189,317471,55705,12353,588081,682726,1270813,53018,3320,17788,1086,14520,75214,89736
2020,12,DMA,Dominica,6,2,7,0,4,15,19,3341,2354,3425,0,3789,9122,12913,110,0,678,0,570,789,1360
2020,12,DNK,Denmark,148,71,424,72,227,715,942,139684,277803,332586,20259,864972,770363,1635371,99898,122985,114421,33350,344406,370677,715096
2020,12,DOM,Dominican Republic,150,21,64,14,33,249,282,407674,361163,153145,1472,331910,923467,1255380,142676,2785,48826,1336,20553,195628,216185
2020,12,DZA,Algeria,70,91,83,1,103,245,348,186026,1626537,144573,0,187758,1957163,2144928,8418,725560,69731,0,2028612,803721,2832346
2020,12,ECU,Ecuador,113,28,22,9,106,172,278,182476,335263,38734,9587,178142,566068,744224,460384,46988,36955,510,120658,544843,665503
2020,12,EGY,Egypt,202,165,171,36,101,574,675,1245698,4572454,271319,34804,339924,6124327,6464264,1123238,957213,182533,7274,1549406,2270287,3819705
2020,12,ERI,Eritrea,4,2,2,0,1,8,9,6094,0,17643,0,1967,23737,25704,820,29838,2947,0,5260,33605,38866
2020,12,ESP,Spain,1218,256,769,322,851,2565,3416,6130710,2706087,628748,156006,6427685,9621692,16049492,7127030,1343369,709149,194955,3809308,9374636,13184038
2020,12,EST,Estonia,42,15,132,25,78,214,292,19003,24085,50658,12145,331965,105892,437861,71848,365145,184844,12288,745290,634135,1379428
2020,12,FIN,Finland,183,26,360,201,237,770,1007,61593,38478,295070,85883,1649951,481033,2131003,415957,530694,360746,166785,1163011,1474209,2637228
2020,12,FJI,Fiji,24,3,23,5,22,55,77,31167,44185,4420,993,113995,80766,194761,19292,19714,7044,0,13677,46052,59732
2020,12,FRA,France,301,111,353,107,575,872,1447,1551786,2256802,338537,42106,4882306,4189265,9071630,1651755,1018321,335509,44646,1241148,3050266,4291453
2020,12,FRO,Faroe Islands,8,0,16,0,3,24,27,3177,0,5261,0,15072,8438,23510,1866,0,4492,0,90,6358,6448
2020,12,FSM,Micronesia,7,0,6,0,3,13,16,4222,0,4407,0,1753,8629,10382,103,0,160,0,437,263,700
2020,12,GAB,Gabon,9,11,9,1,24,30,54,15943,10983,5522,54,24764,32502,57267,1842,280686,8744,162,568284,291434,859720
2020,12,GBR,United Kingdom,756,131,953,727,967,2567,3534,3162401,2906346,985704,656997,6095477,7711626,13807222,2514679,457605,425682,157300,4219427,3555342,7774838
2020,12,GEO,Georgia,21,6,55,0,29,82,111,60609,45886,70287,0,54621,176784,231407,8961,57510,75723,0,433149,142198,575348
2020,12,GHA,Ghana,84,27,32,8,27,151,178,613478,480987,63217,7930,102800,1165623,1268426,78339,65105,50194,509,256524,194150,450674
2020,12,GIB,Gibraltar,3,1,17,2,60,23,83,0,2387,9854,1049,177314,13290,190611,1728,928,3031,867,23882,6554,30439
2020,12,GIN,Guinea,11,41,29,5,13,86,99,117660,115389,29112,6441,177849,268605,446456,0,1396971,55959,2226,14277,1455162,1469439
2020,12,GLP,Guadeloupe,13,3,14,14,14,44,58,31310,6830,14615,4233,26356,56988,83349,15434,137,7277,5041,22304,27890,50197
2020,12,GMB,The Gambia,8,0,2,0,3,10,13,40198,0,10259,0,3399,50458,53857,1759,0,0,0,6405,1759,8164
2020,12,GNB,Guinea-Bissau,2,0,3,5,1,10,11,10256,0,5729,0,0,15985,15985,0,0,2400,0,0,2400,2400
2020,12,GNQ,Equatorial Guinea,9,4,9,0,29,22,51,21512,128435,5706,0,16686,155653,172341,5586,9053,5152,0,819605,19791,839398
2020,12,GRC,Greece,282,56,176,132,503,646,1149,2603408,201530,128788,38550,2809105,2972304,5781433,2419842,196793,52901,27275,1818071,2696830,4514924
2020,12,GRD,Grenada,9,1,6,2,11,18,29,3120,0,6838,230,15421,10188,25610,1946,0,218,32,1295,2196,3491
2020,12,GTM,Guatemala,121,33,13,5,41,172,213,254906,594890,43553,7498,545963,900858,1446831,152289,235648,10421,0,127393,398363,525763
2020,12,GUF,French Guiana,3,0,5,2,5,10,15,8208,0,2533,0,14404,10741,25145,1770,0,508,0,0,2278,2278
2020,12,GUM,Guam,11,1,10,6,7,28,35,19825,6236,1745,3277,67156,31085,98241,736,0,7361,219,20763,8318,29081
2020,12,GUY,Guyana,15,7,46,6,32,74,106,20592,33136,35096,4163,48774,92993,141773,560,6962,36209,34,421322,43767,465091
2020,12,HKG,Hong Kong SAR,1186,33,65,22,126,1306,1432,10320972,485501,114305,6718,1604573,10927526,12532113,9965494,73974,34177,1622,107216,10075279,10182507
2020,12,HND,Honduras,73,13,2,3,23,91,114,100091,192364,5756,779,260832,298996,559835,46350,38630,739,174,51677,85894,137575
2020,12,HRV,Croatia,39,19,61,3,45,122,167,35657,7585,33953,0,648857,77197,726056,25077,57713,99312,2033,14995,184142,199137
2020,12,HTI,Haiti,29,16,35,10,10,90,100,87989,195912,88441,3984,82324,376333,458660,7591,909,3815,136,2432,12453,14888
2020,12,IDN,Indonesia,1067,1061,1095,152,1769,3375,5144,2178649,6712955,861453,27378,4854322,9780616,14635122,1201059,26518106,978663,27790,5812975,28725799,34538956
2020,12,IND,India,625,792,410,32,592,1859,2451,4645762,25510709,336030,5795,8271320,30498402,38769800,4717609,8020374,268971,32112,3079639,13039126,16118806
2020,12,IRL,Ireland,118,18,119,62,79,317,396,311429,263906,106842,74153,645030,756351,1401396,232865,4109,94970,3980,95908,335937,431853
2020,12,IRN,Iran,33,46,178,22,26,279,305,47568,2003595,119790,5356,323200,2176317,2499519,162735,370664,111419,2330,306743,647163,953907
2020,12,IRQ,Iraq,23,16,8,0,72,47,119,294729,373653,16885,0,195426,685271,880703,3875,42366,613,0,9277171,46856,9324029
2020,12,ISL,Iceland,33,5,18,0,9,56,65,38215,93721,6294,0,35781,138231,174013,50079,1797,9065,0,6286,60941,67227
2020,12,ISR,Israel,189,61,139,29,26,418,444,838699,1298419,269692,49377,87678,2456236,2543917,119516,216178,88485,320,105223,424515,529747
2020,12,ITA,Italy,632,127,377,421,593,1557,2150,2937158,2386312,534740,235054,6902467,6093371,12995893,3632737,136389,304264,232447,2618810,4305901,6924740
2020,12,JAM,Jamaica,129,19,28,14,47,190,237,205946,85001,54188,13592,314952,358735,673694,22885,456658,45640,2495,104022,527687,631713
2020,12,JOR,Jordan,12,18,9,12,10,51,61,62057,339993,7223,15643,146255,424920,571176,6480,397939,31351,82,68688,435856,504547
2020,12,JPN,Japan,2990,3188,8305,1535,9135,16018,25153,8662661,25519590,3692488,140974,18701381,38016569,56718622,7221675,5540521,3813495,542948,8621433,17119350,25741323
2020,12,KAZ,Kazakhstan,0,0,44,1,26,45,71,0,0,8684,885,505,9570,10078,0,0,34425,0,206444,34425,240879
2020,12,KEN,Kenya,46,34,33,14,21,127,148,419364,790844,40962,20024,756544,1271207,2027759,35352,1296,5473,25,18078,42147,60227
2020,12,KHM,Cambodia,55,1,12,0,23,68,91,132737,329,18052,0,149098,151121,300228,30465,0,995,0,1867,31460,33328
2020,12,KIR,Kiribati,3,0,1,0,1,4,5,3835,0,1725,0,716,5560,6276,18,0,178,0,2738,196,2934
2020,12,KNA,St.  Kitts and Nevis,7,0,16,11,7,34,41,6380,0,7424,145,7230,13949,21180,63,0,1163,0,314,1226,1540
2020,12,KOR,Korea,1160,437,1081,216,1859,2894,4753,6890631,12121900,1385554,48680,13077170,20446933,33524204,6432931,2243620,853468,218843,7817765,9749017,17566884
2020,12,KWT,Kuwait,61,47,56,19,65,183,248,292867,1458663,100298,9113,5024,1860969,1865993,24183,372502,22851,1225,2906748,420771,3327523
2020,12,LBN,Lebanon,64,10,84,3,39,161,200,209864,110949,101149,4229,541284,426212,967503,71199,73160,19139,0,14905,163505,178413
2020,12,LBR,Liberia,8,14,4,0,2,26,28,22777,49202,5386,0,8732,77366,86099,4634,461259,4019,0,1376,469912,471288
